,post_date,industry,count_id_indexed
0,2020-03-01,Communication,1.0
1,2020-03-01,Communication,1.0
2,2020-03-01,Construction,1.0
3,2020-03-01,Energy,1.0
4,2020-03-01,Entertainment,1.0
5,2020-03-01,Financial Services,1.0
6,2020-03-01,Healthcare,1.0
7,2020-03-01,Hospitality,1.0
8,2020-03-01,Insurance,1.0
9,2020-03-01,Manufacturing,1.0
10,2020-03-01,Mining,1.0
11,2020-03-01,Real Estate,1.0
12,2020-03-01,Retail,1.0
13,2020-03-01,Services,1.0
14,2020-03-01,Transportation,1.0
15,2020-03-01,Wholesale,1.0
16,2020-03-02,Communication,1.0052
17,2020-03-02,Communication,1.0521
18,2020-03-02,Construction,1.0075
19,2020-03-02,Energy,1.0231
20,2020-03-02,Entertainment,0.8964
21,2020-03-02,Financial Services,0.9924
22,2020-03-02,Healthcare,0.9667
23,2020-03-02,Hospitality,1.0851
24,2020-03-02,Insurance,1.0102
25,2020-03-02,Manufacturing,0.9927
26,2020-03-02,Mining,0.9684
27,2020-03-02,Real Estate,1.0086
28,2020-03-02,Retail,1.0306
29,2020-03-02,Services,1.0202
30,2020-03-02,Transportation,1.0617
31,2020-03-02,Wholesale,1.0617
32,2020-03-03,Communication,1.0252
33,2020-03-03,Communication,1.0417
34,2020-03-03,Construction,1.0394
35,2020-03-03,Energy,1.093
36,2020-03-03,Entertainment,0.9726
37,2020-03-03,Financial Services,0.9759
38,2020-03-03,Healthcare,0.9631
39,2020-03-03,Hospitality,1.0707
40,2020-03-03,Insurance,0.9957
41,2020-03-03,Manufacturing,0.9857
42,2020-03-03,Mining,0.9788
43,2020-03-03,Real Estate,0.9875
44,2020-03-03,Retail,1.0545
45,2020-03-03,Services,1.0229
46,2020-03-03,Transportation,1.0946
47,2020-03-03,Wholesale,1.0768
48,2020-03-04,Communication,1.051
49,2020-03-04,Communication,1.0626
50,2020-03-04,Construction,1.0828
51,2020-03-04,Energy,1.1004
52,2020-03-04,Entertainment,1.0192
53,2020-03-04,Financial Services,0.9804
54,2020-03-04,Healthcare,0.9893
55,2020-03-04,Hospitality,1.0705
56,2020-03-04,Insurance,1.0332
57,2020-03-04,Manufacturing,0.9996
58,2020-03-04,Mining,0.9905
59,2020-03-04,Real Estate,1.0038
60,2020-03-04,Retail,1.0748
61,2020-03-04,Services,1.0504
62,2020-03-04,Transportation,1.1038
63,2020-03-04,Wholesale,1.1033
64,2020-03-05,Communication,1.0575
65,2020-03-05,Communication,1.1222
66,2020-03-05,Construction,1.0891
67,2020-03-05,Energy,1.095
68,2020-03-05,Entertainment,1.039
69,2020-03-05,Financial Services,0.9844
70,2020-03-05,Healthcare,1.0138
71,2020-03-05,Hospitality,1.0582
72,2020-03-05,Insurance,1.0619
73,2020-03-05,Manufacturing,1.0093
74,2020-03-05,Mining,0.9692
75,2020-03-05,Real Estate,0.9896
76,2020-03-05,Retail,1.0974
77,2020-03-05,Services,1.0682
78,2020-03-05,Transportation,1.1385
79,2020-03-05,Wholesale,1.1027
80,2020-03-06,Communication,1.0733
81,2020-03-06,Communication,1.1256
82,2020-03-06,Construction,1.1033
83,2020-03-06,Energy,1.0879
84,2020-03-06,Entertainment,1.067
85,2020-03-06,Financial Services,1.0207
86,2020-03-06,Healthcare,0.9916
87,2020-03-06,Hospitality,1.0484
88,2020-03-06,Insurance,1.0827
89,2020-03-06,Manufacturing,1.02
90,2020-03-06,Mining,0.9393
91,2020-03-06,Real Estate,0.991
92,2020-03-06,Retail,1.1119
93,2020-03-06,Services,1.0996
94,2020-03-06,Transportation,1.1433
95,2020-03-06,Wholesale,1.0946
96,2020-03-07,Communication,1.0981
97,2020-03-07,Communication,1.168
98,2020-03-07,Construction,1.1314
99,2020-03-07,Energy,1.0892
100,2020-03-07,Entertainment,1.1394
101,2020-03-07,Financial Services,1.0433
102,2020-03-07,Healthcare,0.9962
103,2020-03-07,Hospitality,1.0161
104,2020-03-07,Insurance,1.0761
105,2020-03-07,Manufacturing,1.0279
106,2020-03-07,Mining,0.9506
107,2020-03-07,Real Estate,0.9995
108,2020-03-07,Retail,1.1779
109,2020-03-07,Services,1.1207
110,2020-03-07,Transportation,1.1577
111,2020-03-07,Wholesale,1.1271
112,2020-03-08,Communication,1.0988
113,2020-03-08,Communication,1.2063
114,2020-03-08,Construction,1.0978
115,2020-03-08,Energy,1.0807
116,2020-03-08,Entertainment,1.1397
117,2020-03-08,Financial Services,1.034
118,2020-03-08,Healthcare,0.9639
119,2020-03-08,Hospitality,0.9597
120,2020-03-08,Insurance,1.0407
121,2020-03-08,Manufacturing,1.0066
122,2020-03-08,Mining,0.9397
123,2020-03-08,Real Estate,0.9903
124,2020-03-08,Retail,1.1605
125,2020-03-08,Services,1.1139
126,2020-03-08,Transportation,1.0451
127,2020-03-08,Wholesale,1.1081
128,2020-03-09,Communication,1.1155
129,2020-03-09,Communication,1.2252
130,2020-03-09,Construction,1.1148
131,2020-03-09,Energy,1.0519
132,2020-03-09,Entertainment,1.1463
133,2020-03-09,Financial Services,1.0681
134,2020-03-09,Healthcare,0.9873
135,2020-03-09,Hospitality,0.8814
136,2020-03-09,Insurance,1.0458
137,2020-03-09,Manufacturing,1.0523
138,2020-03-09,Mining,0.9324
139,2020-03-09,Real Estate,0.9885
140,2020-03-09,Retail,1.1458
141,2020-03-09,Services,1.1289
142,2020-03-09,Transportation,0.9684
143,2020-03-09,Wholesale,1.108
144,2020-03-10,Communication,1.1185
145,2020-03-10,Communication,1.333
146,2020-03-10,Construction,1.1106
147,2020-03-10,Energy,0.9919
148,2020-03-10,Entertainment,1.0464
149,2020-03-10,Financial Services,1.0891
150,2020-03-10,Healthcare,0.9916
151,2020-03-10,Hospitality,0.8785
152,2020-03-10,Insurance,1.0537
153,2020-03-10,Manufacturing,1.0585
154,2020-03-10,Mining,0.915
155,2020-03-10,Real Estate,0.9913
156,2020-03-10,Retail,1.1443
157,2020-03-10,Services,1.1341
158,2020-03-10,Transportation,0.9696
159,2020-03-10,Wholesale,1.0861
160,2020-03-11,Communication,1.1168
161,2020-03-11,Communication,1.3476
162,2020-03-11,Construction,1.1204
163,2020-03-11,Energy,0.9868
164,2020-03-11,Entertainment,1.0227
165,2020-03-11,Financial Services,1.0972
166,2020-03-11,Healthcare,0.9744
167,2020-03-11,Hospitality,0.8545
168,2020-03-11,Insurance,1.0295
169,2020-03-11,Manufacturing,1.0503
170,2020-03-11,Mining,0.9038
171,2020-03-11,Real Estate,0.9991
172,2020-03-11,Retail,1.1343
173,2020-03-11,Services,1.1195
174,2020-03-11,Transportation,0.9634
175,2020-03-11,Wholesale,1.0584
176,2020-03-12,Communication,1.1043
177,2020-03-12,Communication,1.3549
178,2020-03-12,Construction,1.087
179,2020-03-12,Energy,0.943
180,2020-03-12,Entertainment,1.0058
181,2020-03-12,Financial Services,1.0808
182,2020-03-12,Healthcare,0.9536
183,2020-03-12,Hospitality,0.8465
184,2020-03-12,Insurance,0.9893
185,2020-03-12,Manufacturing,1.0234
186,2020-03-12,Mining,0.8808
187,2020-03-12,Real Estate,0.9809
188,2020-03-12,Retail,1.1079
189,2020-03-12,Services,1.1082
190,2020-03-12,Transportation,0.9548
191,2020-03-12,Wholesale,1.0394
192,2020-03-13,Communication,1.0621
193,2020-03-13,Communication,1.3261
194,2020-03-13,Construction,1.0532
195,2020-03-13,Energy,0.9152
196,2020-03-13,Entertainment,0.9953
197,2020-03-13,Financial Services,1.0215
198,2020-03-13,Healthcare,0.952
199,2020-03-13,Hospitality,0.7951
200,2020-03-13,Insurance,0.968
201,2020-03-13,Manufacturing,0.9857
202,2020-03-13,Mining,0.8479
203,2020-03-13,Real Estate,0.9612
204,2020-03-13,Retail,1.078
205,2020-03-13,Services,1.0661
206,2020-03-13,Transportation,0.9233
207,2020-03-13,Wholesale,1.0172
208,2020-03-14,Communication,1.0342
209,2020-03-14,Communication,1.2168
210,2020-03-14,Construction,1.0096
211,2020-03-14,Energy,0.8575
212,2020-03-14,Entertainment,0.9038
213,2020-03-14,Financial Services,0.9666
214,2020-03-14,Healthcare,0.9108
215,2020-03-14,Hospitality,0.7479
216,2020-03-14,Insurance,0.9354
217,2020-03-14,Manufacturing,0.9482
218,2020-03-14,Mining,0.8206
219,2020-03-14,Real Estate,0.9358
220,2020-03-14,Retail,0.9721
221,2020-03-14,Services,1.0144
222,2020-03-14,Transportation,0.8957
223,2020-03-14,Wholesale,0.9503
224,2020-03-15,Communication,1.0486
225,2020-03-15,Communication,1.145
226,2020-03-15,Construction,1.0238
227,2020-03-15,Energy,0.8555
228,2020-03-15,Entertainment,0.8961
229,2020-03-15,Financial Services,0.9571
230,2020-03-15,Healthcare,0.9024
231,2020-03-15,Hospitality,0.7256
232,2020-03-15,Insurance,0.9499
233,2020-03-15,Manufacturing,0.9507
234,2020-03-15,Mining,0.8266
235,2020-03-15,Real Estate,0.9306
236,2020-03-15,Retail,0.9399
237,2020-03-15,Services,0.989
238,2020-03-15,Transportation,0.8657
239,2020-03-15,Wholesale,0.9382
240,2020-03-16,Communication,0.9992
241,2020-03-16,Communication,1.1347
242,2020-03-16,Construction,1.001
243,2020-03-16,Energy,0.8341
244,2020-03-16,Entertainment,0.8653
245,2020-03-16,Financial Services,0.9197
246,2020-03-16,Healthcare,0.8824
247,2020-03-16,Hospitality,0.6625
248,2020-03-16,Insurance,0.9123
249,2020-03-16,Manufacturing,0.8897
250,2020-03-16,Mining,0.8318
251,2020-03-16,Real Estate,0.9146
252,2020-03-16,Retail,0.8904
253,2020-03-16,Services,0.9532
254,2020-03-16,Transportation,0.8302
255,2020-03-16,Wholesale,0.9289
256,2020-03-17,Communication,0.9176
257,2020-03-17,Communication,0.9998
258,2020-03-17,Construction,0.9779
259,2020-03-17,Energy,0.8104
260,2020-03-17,Entertainment,0.8087
261,2020-03-17,Financial Services,0.8562
262,2020-03-17,Healthcare,0.832
263,2020-03-17,Hospitality,0.5419
264,2020-03-17,Insurance,0.8654
265,2020-03-17,Manufacturing,0.8256
266,2020-03-17,Mining,0.7885
267,2020-03-17,Real Estate,0.8829
268,2020-03-17,Retail,0.8109
269,2020-03-17,Services,0.8985
270,2020-03-17,Transportation,0.7719
271,2020-03-17,Wholesale,0.8667
272,2020-03-18,Communication,0.8579
273,2020-03-18,Communication,0.9265
274,2020-03-18,Construction,0.9709
275,2020-03-18,Energy,0.7625
276,2020-03-18,Entertainment,0.7978
277,2020-03-18,Financial Services,0.8036
278,2020-03-18,Healthcare,0.7949
279,2020-03-18,Hospitality,0.4896
280,2020-03-18,Insurance,0.8306
281,2020-03-18,Manufacturing,0.7717
282,2020-03-18,Mining,0.7286
283,2020-03-18,Real Estate,0.8321
284,2020-03-18,Retail,0.7449
285,2020-03-18,Services,0.8561
286,2020-03-18,Transportation,0.7519
287,2020-03-18,Wholesale,0.8132
288,2020-03-19,Communication,0.8032
289,2020-03-19,Communication,0.8733
290,2020-03-19,Construction,0.9352
291,2020-03-19,Energy,0.7456
292,2020-03-19,Entertainment,0.7507
293,2020-03-19,Financial Services,0.7862
294,2020-03-19,Healthcare,0.754
295,2020-03-19,Hospitality,0.3874
296,2020-03-19,Insurance,0.801
297,2020-03-19,Manufacturing,0.7227
298,2020-03-19,Mining,0.7053
299,2020-03-19,Real Estate,0.7925
300,2020-03-19,Retail,0.7063
301,2020-03-19,Services,0.806
302,2020-03-19,Transportation,0.7545
303,2020-03-19,Wholesale,0.7661
304,2020-03-20,Communication,0.761
305,2020-03-20,Communication,0.7763
306,2020-03-20,Construction,0.9138
307,2020-03-20,Energy,0.7083
308,2020-03-20,Entertainment,0.7037
309,2020-03-20,Financial Services,0.7485
310,2020-03-20,Healthcare,0.7242
311,2020-03-20,Hospitality,0.3324
312,2020-03-20,Insurance,0.7413
313,2020-03-20,Manufacturing,0.6906
314,2020-03-20,Mining,0.6402
315,2020-03-20,Real Estate,0.7609
316,2020-03-20,Retail,0.6604
317,2020-03-20,Services,0.7743
318,2020-03-20,Transportation,0.7279
319,2020-03-20,Wholesale,0.7225
320,2020-03-21,Communication,0.7297
321,2020-03-21,Communication,0.7549
322,2020-03-21,Construction,0.8905
323,2020-03-21,Energy,0.694
324,2020-03-21,Entertainment,0.6866
325,2020-03-21,Financial Services,0.7222
326,2020-03-21,Healthcare,0.7115
327,2020-03-21,Hospitality,0.304
328,2020-03-21,Insurance,0.7341
329,2020-03-21,Manufacturing,0.6579
330,2020-03-21,Mining,0.6207
331,2020-03-21,Real Estate,0.7151
332,2020-03-21,Retail,0.628
333,2020-03-21,Services,0.746
334,2020-03-21,Transportation,0.7029
335,2020-03-21,Wholesale,0.7049
336,2020-03-22,Communication,0.6877
337,2020-03-22,Communication,0.7471
338,2020-03-22,Construction,0.8901
339,2020-03-22,Energy,0.6873
340,2020-03-22,Entertainment,0.6692
341,2020-03-22,Financial Services,0.7254
342,2020-03-22,Healthcare,0.7144
343,2020-03-22,Hospitality,0.2984
344,2020-03-22,Insurance,0.7216
345,2020-03-22,Manufacturing,0.6518
346,2020-03-22,Mining,0.612
347,2020-03-22,Real Estate,0.7092
348,2020-03-22,Retail,0.6469
349,2020-03-22,Services,0.7515
350,2020-03-22,Transportation,0.7205
351,2020-03-22,Wholesale,0.7091
352,2020-03-23,Communication,0.6663
353,2020-03-23,Communication,0.6421
354,2020-03-23,Construction,0.8674
355,2020-03-23,Energy,0.6706
356,2020-03-23,Entertainment,0.6363
357,2020-03-23,Financial Services,0.6983
358,2020-03-23,Healthcare,0.6916
359,2020-03-23,Hospitality,0.267
360,2020-03-23,Insurance,0.6851
361,2020-03-23,Manufacturing,0.6225
362,2020-03-23,Mining,0.5566
363,2020-03-23,Real Estate,0.6666
364,2020-03-23,Retail,0.633
365,2020-03-23,Services,0.7285
366,2020-03-23,Transportation,0.7132
367,2020-03-23,Wholesale,0.6121
368,2020-03-24,Communication,0.6614
369,2020-03-24,Communication,0.5582
370,2020-03-24,Construction,0.8393
371,2020-03-24,Energy,0.6035
372,2020-03-24,Entertainment,0.6444
373,2020-03-24,Financial Services,0.678
374,2020-03-24,Healthcare,0.6684
375,2020-03-24,Hospitality,0.2331
376,2020-03-24,Insurance,0.6517
377,2020-03-24,Manufacturing,0.5806
378,2020-03-24,Mining,0.5327
379,2020-03-24,Real Estate,0.6217
380,2020-03-24,Retail,0.5928
381,2020-03-24,Services,0.713
382,2020-03-24,Transportation,0.6577
383,2020-03-24,Wholesale,0.5905
384,2020-03-25,Communication,0.6004
385,2020-03-25,Communication,0.4803
386,2020-03-25,Construction,0.7299
387,2020-03-25,Energy,0.5445
388,2020-03-25,Entertainment,0.5725
389,2020-03-25,Financial Services,0.6235
390,2020-03-25,Healthcare,0.6216
391,2020-03-25,Hospitality,0.1968
392,2020-03-25,Insurance,0.6008
393,2020-03-25,Manufacturing,0.5269
394,2020-03-25,Mining,0.4898
395,2020-03-25,Real Estate,0.5495
396,2020-03-25,Retail,0.5313
397,2020-03-25,Services,0.651
398,2020-03-25,Transportation,0.5891
399,2020-03-25,Wholesale,0.544
400,2020-03-26,Communication,0.5722
401,2020-03-26,Communication,0.4067
402,2020-03-26,Construction,0.6774
403,2020-03-26,Energy,0.517
404,2020-03-26,Entertainment,0.5622
405,2020-03-26,Financial Services,0.5824
406,2020-03-26,Healthcare,0.5975
407,2020-03-26,Hospitality,0.2035
408,2020-03-26,Insurance,0.5871
409,2020-03-26,Manufacturing,0.4891
410,2020-03-26,Mining,0.4564
411,2020-03-26,Real Estate,0.5155
412,2020-03-26,Retail,0.5021
413,2020-03-26,Services,0.63
414,2020-03-26,Transportation,0.5194
415,2020-03-26,Wholesale,0.5419
416,2020-03-27,Communication,0.5168
417,2020-03-27,Communication,0.3718
418,2020-03-27,Construction,0.5844
419,2020-03-27,Energy,0.4698
420,2020-03-27,Entertainment,0.5074
421,2020-03-27,Financial Services,0.5411
422,2020-03-27,Healthcare,0.5184
423,2020-03-27,Hospitality,0.1925
424,2020-03-27,Insurance,0.5543
425,2020-03-27,Manufacturing,0.4346
426,2020-03-27,Mining,0.4209
427,2020-03-27,Real Estate,0.4555
428,2020-03-27,Retail,0.4432
429,2020-03-27,Services,0.5605
430,2020-03-27,Transportation,0.4642
431,2020-03-27,Wholesale,0.4931
432,2020-03-28,Communication,0.5033
433,2020-03-28,Communication,0.406
434,2020-03-28,Construction,0.5906
435,2020-03-28,Energy,0.4817
436,2020-03-28,Entertainment,0.5298
437,2020-03-28,Financial Services,0.5496
438,2020-03-28,Healthcare,0.5233
439,2020-03-28,Hospitality,0.1895
440,2020-03-28,Insurance,0.5645
441,2020-03-28,Manufacturing,0.4523
442,2020-03-28,Mining,0.4166
443,2020-03-28,Real Estate,0.4758
444,2020-03-28,Retail,0.4536
445,2020-03-28,Services,0.584
446,2020-03-28,Transportation,0.5024
447,2020-03-28,Wholesale,0.5195
448,2020-03-29,Communication,0.5187
449,2020-03-29,Communication,0.4718
450,2020-03-29,Construction,0.6263
451,2020-03-29,Energy,0.5407
452,2020-03-29,Entertainment,0.5316
453,2020-03-29,Financial Services,0.5968
454,2020-03-29,Healthcare,0.5283
455,2020-03-29,Hospitality,0.2037
456,2020-03-29,Insurance,0.5947
457,2020-03-29,Manufacturing,0.5384
458,2020-03-29,Mining,0.4976
459,2020-03-29,Real Estate,0.493
460,2020-03-29,Retail,0.4538
461,2020-03-29,Services,0.609
462,2020-03-29,Transportation,0.5172
463,2020-03-29,Wholesale,0.5456
464,2020-03-30,Communication,0.5122
465,2020-03-30,Communication,0.4878
466,2020-03-30,Construction,0.6209
467,2020-03-30,Energy,0.5383
468,2020-03-30,Entertainment,0.5424
469,2020-03-30,Financial Services,0.542
470,2020-03-30,Healthcare,0.5284
471,2020-03-30,Hospitality,0.2129
472,2020-03-30,Insurance,0.6076
473,2020-03-30,Manufacturing,0.5655
474,2020-03-30,Mining,0.5106
475,2020-03-30,Real Estate,0.5061
476,2020-03-30,Retail,0.4556
477,2020-03-30,Services,0.6003
478,2020-03-30,Transportation,0.5144
479,2020-03-30,Wholesale,0.5253
480,2020-03-31,Communication,0.5027
481,2020-03-31,Communication,0.5611
482,2020-03-31,Construction,0.6316
483,2020-03-31,Energy,0.6516
484,2020-03-31,Entertainment,0.5148
485,2020-03-31,Financial Services,0.5923
486,2020-03-31,Healthcare,0.5593
487,2020-03-31,Hospitality,0.2441
488,2020-03-31,Insurance,0.7428
489,2020-03-31,Manufacturing,0.7744
490,2020-03-31,Mining,0.6108
491,2020-03-31,Real Estate,0.523
492,2020-03-31,Retail,0.4907
493,2020-03-31,Services,0.618
494,2020-03-31,Transportation,0.5552
495,2020-03-31,Wholesale,0.5806
496,2020-04-01,Communication,0.5277
497,2020-04-01,Communication,0.5809
498,2020-04-01,Construction,0.6969
499,2020-04-01,Energy,0.6669
500,2020-04-01,Entertainment,0.5435
501,2020-04-01,Financial Services,0.6507
502,2020-04-01,Healthcare,0.6566
503,2020-04-01,Hospitality,0.2186
504,2020-04-01,Insurance,0.829
505,2020-04-01,Manufacturing,0.8307
506,2020-04-01,Mining,0.6103
507,2020-04-01,Real Estate,0.5883
508,2020-04-01,Retail,0.5281
509,2020-04-01,Services,0.7184
510,2020-04-01,Transportation,0.707
511,2020-04-01,Wholesale,0.6049
512,2020-04-02,Communication,0.5352
513,2020-04-02,Communication,0.5727
514,2020-04-02,Construction,0.6958
515,2020-04-02,Energy,0.6564
516,2020-04-02,Entertainment,0.5456
517,2020-04-02,Financial Services,0.6272
518,2020-04-02,Healthcare,0.6913
519,2020-04-02,Hospitality,0.2003
520,2020-04-02,Insurance,0.8898
521,2020-04-02,Manufacturing,0.8392
522,2020-04-02,Mining,0.5964
523,2020-04-02,Real Estate,0.5875
524,2020-04-02,Retail,0.5103
525,2020-04-02,Services,0.7324
526,2020-04-02,Transportation,0.8009
527,2020-04-02,Wholesale,0.5749
528,2020-04-03,Communication,0.5704
529,2020-04-03,Communication,0.5951
530,2020-04-03,Construction,0.7356
531,2020-04-03,Energy,0.7219
532,2020-04-03,Entertainment,0.5727
533,2020-04-03,Financial Services,0.6545
534,2020-04-03,Healthcare,0.7714
535,2020-04-03,Hospitality,0.1987
536,2020-04-03,Insurance,0.942
537,2020-04-03,Manufacturing,0.8681
538,2020-04-03,Mining,0.6281
539,2020-04-03,Real Estate,0.647
540,2020-04-03,Retail,0.5428
541,2020-04-03,Services,0.797
542,2020-04-03,Transportation,0.9314
543,2020-04-03,Wholesale,0.6229
544,2020-04-04,Communication,0.5575
545,2020-04-04,Communication,0.5591
546,2020-04-04,Construction,0.7154
547,2020-04-04,Energy,0.7212
548,2020-04-04,Entertainment,0.5416
549,2020-04-04,Financial Services,0.6522
550,2020-04-04,Healthcare,0.8088
551,2020-04-04,Hospitality,0.2092
552,2020-04-04,Insurance,0.9304
553,2020-04-04,Manufacturing,0.8492
554,2020-04-04,Mining,0.6463
555,2020-04-04,Real Estate,0.6428
556,2020-04-04,Retail,0.523
557,2020-04-04,Services,0.7914
558,2020-04-04,Transportation,0.9189
559,2020-04-04,Wholesale,0.6024
560,2020-04-05,Communication,0.5433
561,2020-04-05,Communication,0.4824
562,2020-04-05,Construction,0.6527
563,2020-04-05,Energy,0.675
564,2020-04-05,Entertainment,0.543
565,2020-04-05,Financial Services,0.6095
566,2020-04-05,Healthcare,0.8092
567,2020-04-05,Hospitality,0.2004
568,2020-04-05,Insurance,0.8993
569,2020-04-05,Manufacturing,0.7659
570,2020-04-05,Mining,0.567
571,2020-04-05,Real Estate,0.6403
572,2020-04-05,Retail,0.5025
573,2020-04-05,Services,0.7651
574,2020-04-05,Transportation,0.9167
575,2020-04-05,Wholesale,0.591
576,2020-04-06,Communication,0.5608
577,2020-04-06,Communication,0.494
578,2020-04-06,Construction,0.6547
579,2020-04-06,Energy,0.6984
580,2020-04-06,Entertainment,0.5464
581,2020-04-06,Financial Services,0.7153
582,2020-04-06,Healthcare,0.8413
583,2020-04-06,Hospitality,0.2083
584,2020-04-06,Insurance,0.9417
585,2020-04-06,Manufacturing,0.8053
586,2020-04-06,Mining,0.567
587,2020-04-06,Real Estate,0.6705
588,2020-04-06,Retail,0.5132
589,2020-04-06,Services,0.7916
590,2020-04-06,Transportation,0.9786
591,2020-04-06,Wholesale,0.6197
592,2020-04-07,Communication,0.6842
593,2020-04-07,Communication,0.5169
594,2020-04-07,Construction,0.7411
595,2020-04-07,Energy,0.6618
596,2020-04-07,Entertainment,0.6634
597,2020-04-07,Financial Services,0.7534
598,2020-04-07,Healthcare,0.979
599,2020-04-07,Hospitality,0.2638
600,2020-04-07,Insurance,0.9179
601,2020-04-07,Manufacturing,0.7523
602,2020-04-07,Mining,0.5479
603,2020-04-07,Real Estate,0.8683
604,2020-04-07,Retail,0.6378
605,2020-04-07,Services,0.9352
606,2020-04-07,Transportation,1.0767
607,2020-04-07,Wholesale,0.7011
608,2020-04-08,Communication,0.6887
609,2020-04-08,Communication,0.5098
610,2020-04-08,Construction,0.7119
611,2020-04-08,Energy,0.6493
612,2020-04-08,Entertainment,0.6555
613,2020-04-08,Financial Services,0.7068
614,2020-04-08,Healthcare,0.9174
615,2020-04-08,Hospitality,0.2729
616,2020-04-08,Insurance,0.8375
617,2020-04-08,Manufacturing,0.7138
618,2020-04-08,Mining,0.5466
619,2020-04-08,Real Estate,0.8311
620,2020-04-08,Retail,0.6521
621,2020-04-08,Services,0.866
622,2020-04-08,Transportation,0.9648
623,2020-04-08,Wholesale,0.7164
624,2020-04-09,Communication,0.6849
625,2020-04-09,Communication,0.5053
626,2020-04-09,Construction,0.7258
627,2020-04-09,Energy,0.6669
628,2020-04-09,Entertainment,0.6378
629,2020-04-09,Financial Services,0.7003
630,2020-04-09,Healthcare,0.8903
631,2020-04-09,Hospitality,0.2749
632,2020-04-09,Insurance,0.7615
633,2020-04-09,Manufacturing,0.7632
634,2020-04-09,Mining,0.6502
635,2020-04-09,Real Estate,0.8443
636,2020-04-09,Retail,0.6616
637,2020-04-09,Services,0.8505
638,2020-04-09,Transportation,0.9161
639,2020-04-09,Wholesale,0.7311
640,2020-04-10,Communication,0.6947
641,2020-04-10,Communication,0.5052
642,2020-04-10,Construction,0.7348
643,2020-04-10,Energy,0.6472
644,2020-04-10,Entertainment,0.6178
645,2020-04-10,Financial Services,0.7299
646,2020-04-10,Healthcare,0.8553
647,2020-04-10,Hospitality,0.2879
648,2020-04-10,Insurance,0.744
649,2020-04-10,Manufacturing,0.7713
650,2020-04-10,Mining,0.6697
651,2020-04-10,Real Estate,0.8376
652,2020-04-10,Retail,0.684
653,2020-04-10,Services,0.831
654,2020-04-10,Transportation,0.8462
655,2020-04-10,Wholesale,0.744
656,2020-04-11,Communication,0.6787
657,2020-04-11,Communication,0.4925
658,2020-04-11,Construction,0.7071
659,2020-04-11,Energy,0.6096
660,2020-04-11,Entertainment,0.5849
661,2020-04-11,Financial Services,0.7047
662,2020-04-11,Healthcare,0.793
663,2020-04-11,Hospitality,0.2726
664,2020-04-11,Insurance,0.7156
665,2020-04-11,Manufacturing,0.7513
666,2020-04-11,Mining,0.6268
667,2020-04-11,Real Estate,0.8015
668,2020-04-11,Retail,0.6607
669,2020-04-11,Services,0.7958
670,2020-04-11,Transportation,0.7999
671,2020-04-11,Wholesale,0.7302
672,2020-04-12,Communication,0.7009
673,2020-04-12,Communication,0.4936
674,2020-04-12,Construction,0.7277
675,2020-04-12,Energy,0.6004
676,2020-04-12,Entertainment,0.5859
677,2020-04-12,Financial Services,0.6948
678,2020-04-12,Healthcare,0.8073
679,2020-04-12,Hospitality,0.2802
680,2020-04-12,Insurance,0.7306
681,2020-04-12,Manufacturing,0.752
682,2020-04-12,Mining,0.6402
683,2020-04-12,Real Estate,0.8151
684,2020-04-12,Retail,0.6913
685,2020-04-12,Services,0.8214
686,2020-04-12,Transportation,0.8275
687,2020-04-12,Wholesale,0.7506
688,2020-04-13,Communication,0.6935
689,2020-04-13,Communication,0.4801
690,2020-04-13,Construction,0.72
691,2020-04-13,Energy,0.5672
692,2020-04-13,Entertainment,0.5783
693,2020-04-13,Financial Services,0.7695
694,2020-04-13,Healthcare,0.7918
695,2020-04-13,Hospitality,0.2701
696,2020-04-13,Insurance,0.7021
697,2020-04-13,Manufacturing,0.6909
698,2020-04-13,Mining,0.6285
699,2020-04-13,Real Estate,0.7973
700,2020-04-13,Retail,0.6867
701,2020-04-13,Services,0.8127
702,2020-04-13,Transportation,0.7811
703,2020-04-13,Wholesale,0.725
704,2020-04-14,Communication,0.5651
705,2020-04-14,Communication,0.4116
706,2020-04-14,Construction,0.5817
707,2020-04-14,Energy,0.4773
708,2020-04-14,Entertainment,0.4273
709,2020-04-14,Financial Services,0.6645
710,2020-04-14,Healthcare,0.6314
711,2020-04-14,Hospitality,0.1863
712,2020-04-14,Insurance,0.6005
713,2020-04-14,Manufacturing,0.5477
714,2020-04-14,Mining,0.5093
715,2020-04-14,Real Estate,0.579
716,2020-04-14,Retail,0.5353
717,2020-04-14,Services,0.6433
718,2020-04-14,Transportation,0.6797
719,2020-04-14,Wholesale,0.6291
720,2020-04-15,Communication,0.5662
721,2020-04-15,Communication,0.4212
722,2020-04-15,Construction,0.5856
723,2020-04-15,Energy,0.4786
724,2020-04-15,Entertainment,0.3885
725,2020-04-15,Financial Services,0.6569
726,2020-04-15,Healthcare,0.607
727,2020-04-15,Hospitality,0.1813
728,2020-04-15,Insurance,0.609
729,2020-04-15,Manufacturing,0.5497
730,2020-04-15,Mining,0.5384
731,2020-04-15,Real Estate,0.5696
732,2020-04-15,Retail,0.5184
733,2020-04-15,Services,0.6406
734,2020-04-15,Transportation,0.687
735,2020-04-15,Wholesale,0.6264
736,2020-04-16,Communication,0.572
737,2020-04-16,Communication,0.4786
738,2020-04-16,Construction,0.5874
739,2020-04-16,Energy,0.459
