,post_date,job_family,count_id_indexed
1760,2020-06-01,Product Management,0.3244
1761,2020-06-01,Retail Staff,0.2954
1762,2020-06-01,Sales,0.316
1763,2020-06-01,Security,0.2651
1764,2020-06-01,Skilled Trades,0.4359
1765,2020-06-01,Supply Chain Staff,0.4218
1766,2020-06-01,Unassigned,0.5471
1767,2020-06-02,Security,0.2153
1768,2020-06-02,Customer Service,0.2987
1769,2020-06-02,Entertainment and Recreation,0.2696
1770,2020-06-02,Facilities/Constr,0.4909
1771,2020-06-02,Finance/Insurance,0.3002
1772,2020-06-02,Food & Beverage,0.381
1773,2020-06-02,Healthcare,0.2374
1774,2020-06-02,Hospitality Staff,0.361
1775,2020-06-02,Human Resources,0.1809
1776,2020-06-02,IT,0.0837
1777,2020-06-02,Manufacturing/Operations Staff,0.3368
1778,2020-06-02,Marketing/Advertising,0.2414
1779,2020-06-02,Product Management,0.2921
1780,2020-06-02,Retail Staff,0.2773
1781,2020-06-02,Sales,0.2793
1782,2020-06-02,Security,0.2478
1783,2020-06-02,Skilled Trades,0.3936
1784,2020-06-02,Supply Chain Staff,0.3711
1785,2020-06-02,Unassigned,0.5052
1786,2020-06-03,Facilities/Constr,0.2305
1787,2020-06-03,Customer Service,0.354
1788,2020-06-03,Entertainment and Recreation,0.3042
1789,2020-06-03,Facilities/Constr,0.5613
1790,2020-06-03,Finance/Insurance,0.3358
1791,2020-06-03,Food & Beverage,0.4179
1792,2020-06-03,Healthcare,0.2357
1793,2020-06-03,Hospitality Staff,0.3843
1794,2020-06-03,Human Resources,0.217
1795,2020-06-03,IT,0.098
1796,2020-06-03,Manufacturing/Operations Staff,0.3992
1797,2020-06-03,Marketing/Advertising,0.2862
1798,2020-06-03,Product Management,0.3197
1799,2020-06-03,Retail Staff,0.326
1800,2020-06-03,Sales,0.326
1801,2020-06-03,Security,0.3017
1802,2020-06-03,Skilled Trades,0.4626
1803,2020-06-03,Supply Chain Staff,0.4355
1804,2020-06-03,Unassigned,0.6555
1805,2020-06-04,Skilled Trades,0.2262
1806,2020-06-04,Customer Service,0.364
1807,2020-06-04,Entertainment and Recreation,0.3062
1808,2020-06-04,Facilities/Constr,0.541
1809,2020-06-04,Finance/Insurance,0.3317
1810,2020-06-04,Food & Beverage,0.4282
1811,2020-06-04,Healthcare,0.21
1812,2020-06-04,Hospitality Staff,0.3812
1813,2020-06-04,Human Resources,0.2039
1814,2020-06-04,IT,0.1014
1815,2020-06-04,Manufacturing/Operations Staff,0.4013
1816,2020-06-04,Marketing/Advertising,0.2937
1817,2020-06-04,Product Management,0.2899
1818,2020-06-04,Retail Staff,0.3338
1819,2020-06-04,Sales,0.3306
1820,2020-06-04,Security,0.3124
1821,2020-06-04,Skilled Trades,0.4693
1822,2020-06-04,Supply Chain Staff,0.4333
1823,2020-06-04,Unassigned,0.6624
1824,2020-06-05,Hospitality Staff,0.2414
1825,2020-06-05,Customer Service,0.3814
1826,2020-06-05,Entertainment and Recreation,0.3202
1827,2020-06-05,Facilities/Constr,0.5922
1828,2020-06-05,Finance/Insurance,0.337
1829,2020-06-05,Food & Beverage,0.4475
1830,2020-06-05,Healthcare,0.2031
1831,2020-06-05,Hospitality Staff,0.4082
1832,2020-06-05,Human Resources,0.2221
1833,2020-06-05,IT,0.1076
1834,2020-06-05,Manufacturing/Operations Staff,0.4244
1835,2020-06-05,Marketing/Advertising,0.3197
1836,2020-06-05,Product Management,0.2799
1837,2020-06-05,Retail Staff,0.3537
1838,2020-06-05,Sales,0.3453
1839,2020-06-05,Security,0.3523
1840,2020-06-05,Skilled Trades,0.4963
1841,2020-06-05,Supply Chain Staff,0.446
1842,2020-06-05,Unassigned,0.6737
1843,2020-06-06,Skilled Trades,0.263
1844,2020-06-06,Customer Service,0.3995
1845,2020-06-06,Entertainment and Recreation,0.3358
1846,2020-06-06,Facilities/Constr,0.6435
1847,2020-06-06,Finance/Insurance,0.349
1848,2020-06-06,Food & Beverage,0.4808
1849,2020-06-06,Healthcare,0.1982
1850,2020-06-06,Hospitality Staff,0.4412
1851,2020-06-06,Human Resources,0.2342
1852,2020-06-06,IT,0.1145
1853,2020-06-06,Manufacturing/Operations Staff,0.4479
1854,2020-06-06,Marketing/Advertising,0.3435
1855,2020-06-06,Product Management,0.2932
1856,2020-06-06,Retail Staff,0.3803
1857,2020-06-06,Sales,0.3657
1858,2020-06-06,Security,0.373
1859,2020-06-06,Skilled Trades,0.5177
1860,2020-06-06,Supply Chain Staff,0.4582
1861,2020-06-06,Unassigned,0.6861
1862,2020-06-07,IT,0.2751
1863,2020-06-07,Customer Service,0.4211
1864,2020-06-07,Entertainment and Recreation,0.3546
1865,2020-06-07,Facilities/Constr,0.6825
1866,2020-06-07,Finance/Insurance,0.3709
1867,2020-06-07,Food & Beverage,0.52
1868,2020-06-07,Healthcare,0.2071
1869,2020-06-07,Hospitality Staff,0.4748
1870,2020-06-07,Human Resources,0.2454
1871,2020-06-07,IT,0.1194
1872,2020-06-07,Manufacturing/Operations Staff,0.4711
1873,2020-06-07,Marketing/Advertising,0.3673
1874,2020-06-07,Product Management,0.3061
1875,2020-06-07,Retail Staff,0.4106
1876,2020-06-07,Sales,0.3851
1877,2020-06-07,Security,0.3899
1878,2020-06-07,Skilled Trades,0.5398
1879,2020-06-07,Supply Chain Staff,0.4799
1880,2020-06-07,Unassigned,0.726
1881,2020-06-08,Finance/Insurance,0.2952
1882,2020-06-08,Customer Service,0.4712
1883,2020-06-08,Entertainment and Recreation,0.4071
1884,2020-06-08,Facilities/Constr,0.7776
1885,2020-06-08,Finance/Insurance,0.4282
1886,2020-06-08,Food & Beverage,0.5748
1887,2020-06-08,Healthcare,0.2214
1888,2020-06-08,Hospitality Staff,0.5375
1889,2020-06-08,Human Resources,0.2733
1890,2020-06-08,IT,0.1368
1891,2020-06-08,Manufacturing/Operations Staff,0.5416
1892,2020-06-08,Marketing/Advertising,0.4203
1893,2020-06-08,Product Management,0.3607
1894,2020-06-08,Retail Staff,0.4592
1895,2020-06-08,Sales,0.4419
1896,2020-06-08,Security,0.4312
1897,2020-06-08,Skilled Trades,0.6057
1898,2020-06-08,Supply Chain Staff,0.542
1899,2020-06-08,Unassigned,0.7307
1900,2020-06-09,Customer Service,0.3243
1901,2020-06-09,Customer Service,0.52
1902,2020-06-09,Entertainment and Recreation,0.45
1903,2020-06-09,Facilities/Constr,0.8892
1904,2020-06-09,Finance/Insurance,0.4982
1905,2020-06-09,Food & Beverage,0.6325
1906,2020-06-09,Healthcare,0.2477
1907,2020-06-09,Hospitality Staff,0.5781
1908,2020-06-09,Human Resources,0.3111
1909,2020-06-09,IT,0.1523
1910,2020-06-09,Manufacturing/Operations Staff,0.6305
1911,2020-06-09,Marketing/Advertising,0.4755
1912,2020-06-09,Product Management,0.4394
1913,2020-06-09,Retail Staff,0.5213
1914,2020-06-09,Sales,0.4969
1915,2020-06-09,Security,0.5013
1916,2020-06-09,Skilled Trades,0.7064
1917,2020-06-09,Supply Chain Staff,0.6477
1918,2020-06-09,Unassigned,0.7197
1919,2020-06-10,Healthcare,0.3075
1920,2020-06-10,Customer Service,0.4688
1921,2020-06-10,Entertainment and Recreation,0.4277
1922,2020-06-10,Facilities/Constr,0.8411
1923,2020-06-10,Finance/Insurance,0.472
1924,2020-06-10,Food & Beverage,0.6032
1925,2020-06-10,Healthcare,0.2524
1926,2020-06-10,Hospitality Staff,0.5536
1927,2020-06-10,Human Resources,0.2821
1928,2020-06-10,IT,0.14
1929,2020-06-10,Manufacturing/Operations Staff,0.5889
1930,2020-06-10,Marketing/Advertising,0.4474
1931,2020-06-10,Product Management,0.4322
1932,2020-06-10,Retail Staff,0.4802
1933,2020-06-10,Sales,0.4552
1934,2020-06-10,Security,0.4672
1935,2020-06-10,Skilled Trades,0.6601
1936,2020-06-10,Supply Chain Staff,0.5981
1937,2020-06-10,Unassigned,0.4733
1938,2020-06-11,Security,0.3065
1939,2020-06-11,Customer Service,0.4725
1940,2020-06-11,Entertainment and Recreation,0.4344
1941,2020-06-11,Facilities/Constr,0.8454
1942,2020-06-11,Finance/Insurance,0.4737
1943,2020-06-11,Food & Beverage,0.6128
1944,2020-06-11,Healthcare,0.2583
1945,2020-06-11,Hospitality Staff,0.5651
1946,2020-06-11,Human Resources,0.2925
1947,2020-06-11,IT,0.1428
1948,2020-06-11,Manufacturing/Operations Staff,0.5907
1949,2020-06-11,Marketing/Advertising,0.4477
1950,2020-06-11,Product Management,0.4559
1951,2020-06-11,Retail Staff,0.4843
1952,2020-06-11,Sales,0.4649
1953,2020-06-11,Security,0.4696
1954,2020-06-11,Skilled Trades,0.6703
1955,2020-06-11,Supply Chain Staff,0.6133
1956,2020-06-11,Unassigned,0.3597
1957,2020-06-12,Food & Beverage,0.31
1958,2020-06-12,Customer Service,0.4805
1959,2020-06-12,Entertainment and Recreation,0.4389
1960,2020-06-12,Facilities/Constr,0.8366
1961,2020-06-12,Finance/Insurance,0.4755
1962,2020-06-12,Food & Beverage,0.6264
1963,2020-06-12,Healthcare,0.2563
1964,2020-06-12,Hospitality Staff,0.5703
1965,2020-06-12,Human Resources,0.2827
1966,2020-06-12,IT,0.144
1967,2020-06-12,Manufacturing/Operations Staff,0.5929
1968,2020-06-12,Marketing/Advertising,0.4556
1969,2020-06-12,Product Management,0.4889
1970,2020-06-12,Retail Staff,0.4961
1971,2020-06-12,Sales,0.4672
1972,2020-06-12,Security,0.4708
1973,2020-06-12,Skilled Trades,0.6709
1974,2020-06-12,Supply Chain Staff,0.621
1975,2020-06-12,Unassigned,0.2554
1976,2020-06-13,Marketing/Advertising,0.3187
1977,2020-06-13,Customer Service,0.4851
1978,2020-06-13,Entertainment and Recreation,0.4436
1979,2020-06-13,Facilities/Constr,0.8442
1980,2020-06-13,Finance/Insurance,0.4771
1981,2020-06-13,Food & Beverage,0.6321
1982,2020-06-13,Healthcare,0.2625
1983,2020-06-13,Hospitality Staff,0.5732
1984,2020-06-13,Human Resources,0.2836
1985,2020-06-13,IT,0.1441
1986,2020-06-13,Manufacturing/Operations Staff,0.597
1987,2020-06-13,Marketing/Advertising,0.4567
1988,2020-06-13,Product Management,0.5039
1989,2020-06-13,Retail Staff,0.5014
1990,2020-06-13,Sales,0.4623
1991,2020-06-13,Security,0.479
1992,2020-06-13,Skilled Trades,0.6751
1993,2020-06-13,Supply Chain Staff,0.626
1994,2020-06-13,Unassigned,0.1874
1995,2020-06-14,Hospitality Staff,0.3199
1996,2020-06-14,Customer Service,0.484
1997,2020-06-14,Entertainment and Recreation,0.4449
1998,2020-06-14,Facilities/Constr,0.8424
1999,2020-06-14,Finance/Insurance,0.4745
2000,2020-06-14,Food & Beverage,0.6352
2001,2020-06-14,Healthcare,0.2688
2002,2020-06-14,Hospitality Staff,0.5727
2003,2020-06-14,Human Resources,0.2837
2004,2020-06-14,IT,0.144
2005,2020-06-14,Manufacturing/Operations Staff,0.5959
2006,2020-06-14,Marketing/Advertising,0.4552
2007,2020-06-14,Product Management,0.5053
2008,2020-06-14,Retail Staff,0.4955
2009,2020-06-14,Sales,0.4603
2010,2020-06-14,Security,0.4774
2011,2020-06-14,Skilled Trades,0.6744
2012,2020-06-14,Supply Chain Staff,0.6277
2013,2020-06-14,Unassigned,0.1517
2014,2020-06-15,Entertainment and Recreation,0.3279
2015,2020-06-15,Customer Service,0.4861
2016,2020-06-15,Entertainment and Recreation,0.4472
2017,2020-06-15,Facilities/Constr,0.8457
2018,2020-06-15,Finance/Insurance,0.4725
2019,2020-06-15,Food & Beverage,0.6425
2020,2020-06-15,Healthcare,0.2784
2021,2020-06-15,Hospitality Staff,0.5825
2022,2020-06-15,Human Resources,0.2924
2023,2020-06-15,IT,0.1438
2024,2020-06-15,Manufacturing/Operations Staff,0.5963
2025,2020-06-15,Marketing/Advertising,0.4571
2026,2020-06-15,Product Management,0.5082
2027,2020-06-15,Retail Staff,0.493
2028,2020-06-15,Sales,0.4602
2029,2020-06-15,Security,0.4801
2030,2020-06-15,Skilled Trades,0.6788
2031,2020-06-15,Supply Chain Staff,0.6309
2032,2020-06-15,Unassigned,0.1517
2033,2020-06-16,Marketing/Advertising,0.3322
2034,2020-06-16,Customer Service,0.4974
2035,2020-06-16,Entertainment and Recreation,0.4609
2036,2020-06-16,Facilities/Constr,0.8422
2037,2020-06-16,Finance/Insurance,0.469
2038,2020-06-16,Food & Beverage,0.6536
2039,2020-06-16,Healthcare,0.2583
2040,2020-06-16,Hospitality Staff,0.5917
2041,2020-06-16,Human Resources,0.2933
2042,2020-06-16,IT,0.1485
2043,2020-06-16,Manufacturing/Operations Staff,0.5979
2044,2020-06-16,Marketing/Advertising,0.4715
2045,2020-06-16,Product Management,0.5204
2046,2020-06-16,Retail Staff,0.4904
2047,2020-06-16,Sales,0.4797
2048,2020-06-16,Security,0.4835
2049,2020-06-16,Skilled Trades,0.6844
2050,2020-06-16,Supply Chain Staff,0.6327
2051,2020-06-16,Unassigned,0.1521
2052,2020-06-17,Customer Service,0.3457
2053,2020-06-17,Customer Service,0.4981
2054,2020-06-17,Entertainment and Recreation,0.462
2055,2020-06-17,Facilities/Constr,0.8327
2056,2020-06-17,Finance/Insurance,0.464
2057,2020-06-17,Food & Beverage,0.6613
2058,2020-06-17,Healthcare,0.2461
2059,2020-06-17,Hospitality Staff,0.5976
2060,2020-06-17,Human Resources,0.2999
2061,2020-06-17,IT,0.149
2062,2020-06-17,Manufacturing/Operations Staff,0.5962
2063,2020-06-17,Marketing/Advertising,0.4745
2064,2020-06-17,Product Management,0.5075
2065,2020-06-17,Retail Staff,0.4926
2066,2020-06-17,Sales,0.4904
2067,2020-06-17,Security,0.4901
2068,2020-06-17,Skilled Trades,0.691
2069,2020-06-17,Supply Chain Staff,0.6449
2070,2020-06-17,Unassigned,0.1528
2071,2020-06-18,Facilities/Constr,0.3629
2072,2020-06-18,Customer Service,0.4855
2073,2020-06-18,Entertainment and Recreation,0.4536
2074,2020-06-18,Facilities/Constr,0.8131
2075,2020-06-18,Finance/Insurance,0.4568
2076,2020-06-18,Food & Beverage,0.6578
2077,2020-06-18,Healthcare,0.2582
2078,2020-06-18,Hospitality Staff,0.6003
2079,2020-06-18,Human Resources,0.2968
2080,2020-06-18,IT,0.1448
2081,2020-06-18,Manufacturing/Operations Staff,0.5894
2082,2020-06-18,Marketing/Advertising,0.4669
2083,2020-06-18,Product Management,0.4961
2084,2020-06-18,Retail Staff,0.4845
2085,2020-06-18,Sales,0.4755
2086,2020-06-18,Security,0.4972
2087,2020-06-18,Skilled Trades,0.6802
2088,2020-06-18,Supply Chain Staff,0.6343
2089,2020-06-18,Unassigned,0.1525
2090,2020-06-19,Human Resources,0.3568
2091,2020-06-19,Customer Service,0.4852
2092,2020-06-19,Entertainment and Recreation,0.4457
2093,2020-06-19,Facilities/Constr,0.7826
2094,2020-06-19,Finance/Insurance,0.4519
2095,2020-06-19,Food & Beverage,0.6734
2096,2020-06-19,Healthcare,0.2495
2097,2020-06-19,Hospitality Staff,0.6153
2098,2020-06-19,Human Resources,0.301
2099,2020-06-19,IT,0.1416
2100,2020-06-19,Manufacturing/Operations Staff,0.5831
2101,2020-06-19,Marketing/Advertising,0.4564
2102,2020-06-19,Product Management,0.4798
2103,2020-06-19,Retail Staff,0.4915
2104,2020-06-19,Sales,0.4716
2105,2020-06-19,Security,0.4878
2106,2020-06-19,Skilled Trades,0.6716
2107,2020-06-19,Supply Chain Staff,0.6105
2108,2020-06-19,Unassigned,0.1544
2109,2020-06-20,Facilities/Constr,0.3524
2110,2020-06-20,Customer Service,0.5035
2111,2020-06-20,Entertainment and Recreation,0.4551
2112,2020-06-20,Facilities/Constr,0.7646
2113,2020-06-20,Finance/Insurance,0.4535
2114,2020-06-20,Food & Beverage,0.7307
2115,2020-06-20,Healthcare,0.2524
2116,2020-06-20,Hospitality Staff,0.6385
2117,2020-06-20,Human Resources,0.3054
2118,2020-06-20,IT,0.1407
2119,2020-06-20,Manufacturing/Operations Staff,0.5885
2120,2020-06-20,Marketing/Advertising,0.4683
2121,2020-06-20,Product Management,0.4874
2122,2020-06-20,Retail Staff,0.5245
2123,2020-06-20,Sales,0.4728
2124,2020-06-20,Security,0.4783
2125,2020-06-20,Skilled Trades,0.671
2126,2020-06-20,Supply Chain Staff,0.6122
2127,2020-06-20,Unassigned,0.1604
2128,2020-06-21,Facilities/Constr,0.3515
2129,2020-06-21,Customer Service,0.5243
2130,2020-06-21,Entertainment and Recreation,0.4625
2131,2020-06-21,Facilities/Constr,0.7605
2132,2020-06-21,Finance/Insurance,0.458
2133,2020-06-21,Food & Beverage,0.7824
2134,2020-06-21,Healthcare,0.2466
2135,2020-06-21,Hospitality Staff,0.6515
2136,2020-06-21,Human Resources,0.3085
2137,2020-06-21,IT,0.1403
2138,2020-06-21,Manufacturing/Operations Staff,0.5862
2139,2020-06-21,Marketing/Advertising,0.4822
2140,2020-06-21,Product Management,0.507
2141,2020-06-21,Retail Staff,0.5532
2142,2020-06-21,Sales,0.481
2143,2020-06-21,Security,0.4781
2144,2020-06-21,Skilled Trades,0.6673
2145,2020-06-21,Supply Chain Staff,0.6151
2146,2020-06-21,Unassigned,0.166
2147,2020-06-22,IT,0.3499
2148,2020-06-22,Customer Service,0.5281
2149,2020-06-22,Entertainment and Recreation,0.4677
2150,2020-06-22,Facilities/Constr,0.7497
2151,2020-06-22,Finance/Insurance,0.4562
2152,2020-06-22,Food & Beverage,0.7979
2153,2020-06-22,Healthcare,0.2552
2154,2020-06-22,Hospitality Staff,0.6561
2155,2020-06-22,Human Resources,0.302
2156,2020-06-22,IT,0.1381
2157,2020-06-22,Manufacturing/Operations Staff,0.5922
2158,2020-06-22,Marketing/Advertising,0.4864
2159,2020-06-22,Product Management,0.5022
2160,2020-06-22,Retail Staff,0.5596
2161,2020-06-22,Sales,0.4808
2162,2020-06-22,Security,0.4755
2163,2020-06-22,Skilled Trades,0.6688
2164,2020-06-22,Supply Chain Staff,0.6191
2165,2020-06-22,Unassigned,0.1677
2166,2020-06-23,Manufacturing/Operations Staff,0.3475
2167,2020-06-23,Customer Service,0.5298
2168,2020-06-23,Entertainment and Recreation,0.4674
2169,2020-06-23,Facilities/Constr,0.7315
2170,2020-06-23,Finance/Insurance,0.4538
2171,2020-06-23,Food & Beverage,0.7905
2172,2020-06-23,Healthcare,0.243
2173,2020-06-23,Hospitality Staff,0.6406
2174,2020-06-23,Human Resources,0.3007
2175,2020-06-23,IT,0.1401
2176,2020-06-23,Manufacturing/Operations Staff,0.5857
2177,2020-06-23,Marketing/Advertising,0.4858
2178,2020-06-23,Product Management,0.4859
2179,2020-06-23,Retail Staff,0.5615
2180,2020-06-23,Sales,0.478
2181,2020-06-23,Security,0.4738
2182,2020-06-23,Skilled Trades,0.6603
2183,2020-06-23,Supply Chain Staff,0.5867
2184,2020-06-23,Unassigned,0.1666
2185,2020-06-24,Security,0.3548
2186,2020-06-24,Customer Service,0.532
2187,2020-06-24,Entertainment and Recreation,0.4725
2188,2020-06-24,Facilities/Constr,0.729
2189,2020-06-24,Finance/Insurance,0.4493
2190,2020-06-24,Food & Beverage,0.7973
2191,2020-06-24,Healthcare,0.2415
2192,2020-06-24,Hospitality Staff,0.6484
2193,2020-06-24,Human Resources,0.3029
2194,2020-06-24,IT,0.1416
2195,2020-06-24,Manufacturing/Operations Staff,0.5906
2196,2020-06-24,Marketing/Advertising,0.4882
2197,2020-06-24,Product Management,0.4971
2198,2020-06-24,Retail Staff,0.5629
2199,2020-06-24,Sales,0.4743
2200,2020-06-24,Security,0.4585
2201,2020-06-24,Skilled Trades,0.6623
2202,2020-06-24,Supply Chain Staff,0.5817
2203,2020-06-24,Unassigned,0.1665
2204,2020-06-25,Hospitality Staff,0.3568
2205,2020-06-25,Customer Service,0.5454
2206,2020-06-25,Entertainment and Recreation,0.4858
2207,2020-06-25,Facilities/Constr,0.7423
2208,2020-06-25,Finance/Insurance,0.4544
2209,2020-06-25,Food & Beverage,0.7973
2210,2020-06-25,Healthcare,0.2445
2211,2020-06-25,Hospitality Staff,0.6513
2212,2020-06-25,Human Resources,0.3074
2213,2020-06-25,IT,0.1434
2214,2020-06-25,Manufacturing/Operations Staff,0.6011
2215,2020-06-25,Marketing/Advertising,0.5058
2216,2020-06-25,Product Management,0.5282
2217,2020-06-25,Retail Staff,0.5744
2218,2020-06-25,Sales,0.4852
2219,2020-06-25,Security,0.4621
2220,2020-06-25,Skilled Trades,0.672
2221,2020-06-25,Supply Chain Staff,0.5757
2222,2020-06-25,Unassigned,0.1664
2223,2020-06-26,Entertainment and Recreation,0.3501
2224,2020-06-26,Customer Service,0.5455
2225,2020-06-26,Entertainment and Recreation,0.5056
2226,2020-06-26,Facilities/Constr,0.7614
2227,2020-06-26,Finance/Insurance,0.4608
2228,2020-06-26,Food & Beverage,0.7822
2229,2020-06-26,Healthcare,0.2594
2230,2020-06-26,Hospitality Staff,0.6469
2231,2020-06-26,Human Resources,0.3137
2232,2020-06-26,IT,0.151
2233,2020-06-26,Manufacturing/Operations Staff,0.6092
2234,2020-06-26,Marketing/Advertising,0.5221
2235,2020-06-26,Product Management,0.5491
2236,2020-06-26,Retail Staff,0.5644
2237,2020-06-26,Sales,0.4962
2238,2020-06-26,Security,0.4826
2239,2020-06-26,Skilled Trades,0.6829
2240,2020-06-26,Supply Chain Staff,0.6016
2241,2020-06-26,Unassigned,0.1644
2242,2020-06-27,Food & Beverage,0.3548
2243,2020-06-27,Customer Service,0.526
2244,2020-06-27,Entertainment and Recreation,0.4951
2245,2020-06-27,Facilities/Constr,0.7633
2246,2020-06-27,Finance/Insurance,0.4577
2247,2020-06-27,Food & Beverage,0.722
2248,2020-06-27,Healthcare,0.2679
2249,2020-06-27,Hospitality Staff,0.6242
2250,2020-06-27,Human Resources,0.3079
2251,2020-06-27,IT,0.1514
2252,2020-06-27,Manufacturing/Operations Staff,0.6056
2253,2020-06-27,Marketing/Advertising,0.5117
2254,2020-06-27,Product Management,0.5358
2255,2020-06-27,Retail Staff,0.5336
2256,2020-06-27,Sales,0.4963
2257,2020-06-27,Security,0.4901
2258,2020-06-27,Skilled Trades,0.6852
2259,2020-06-27,Supply Chain Staff,0.6084
2260,2020-06-27,Unassigned,0.1576
2261,2020-06-28,Sales,0.3612
2262,2020-06-28,Customer Service,0.5074
2263,2020-06-28,Entertainment and Recreation,0.4868
2264,2020-06-28,Facilities/Constr,0.7647
2265,2020-06-28,Finance/Insurance,0.452
2266,2020-06-28,Food & Beverage,0.6691
2267,2020-06-28,Healthcare,0.2717
2268,2020-06-28,Hospitality Staff,0.6111
2269,2020-06-28,Human Resources,0.3042
2270,2020-06-28,IT,0.1514
2271,2020-06-28,Manufacturing/Operations Staff,0.6107
2272,2020-06-28,Marketing/Advertising,0.4976
2273,2020-06-28,Product Management,0.5174
2274,2020-06-28,Retail Staff,0.5075
2275,2020-06-28,Sales,0.4911
2276,2020-06-28,Security,0.4919
2277,2020-06-28,Skilled Trades,0.6943
2278,2020-06-28,Supply Chain Staff,0.6088
2279,2020-06-28,Unassigned,0.1525
2280,2020-06-29,Hospitality Staff,0.3698
2281,2020-06-29,Customer Service,0.504
2282,2020-06-29,Entertainment and Recreation,0.4756
2283,2020-06-29,Facilities/Constr,0.7633
2284,2020-06-29,Finance/Insurance,0.4534
2285,2020-06-29,Food & Beverage,0.6555
2286,2020-06-29,Healthcare,0.2786
2287,2020-06-29,Hospitality Staff,0.6051
2288,2020-06-29,Human Resources,0.3058
2289,2020-06-29,IT,0.1523
2290,2020-06-29,Manufacturing/Operations Staff,0.6097
2291,2020-06-29,Marketing/Advertising,0.4864
2292,2020-06-29,Product Management,0.5126
2293,2020-06-29,Retail Staff,0.5043
2294,2020-06-29,Sales,0.4916
2295,2020-06-29,Security,0.4915
2296,2020-06-29,Skilled Trades,0.696
2297,2020-06-29,Supply Chain Staff,0.6094
2298,2020-06-29,Unassigned,0.1518
2299,2020-06-30,Retail Staff,0.3684
2300,2020-06-30,Customer Service,0.5047
2301,2020-06-30,Entertainment and Recreation,0.4716
2302,2020-06-30,Facilities/Constr,0.7599
2303,2020-06-30,Finance/Insurance,0.4649
2304,2020-06-30,Food & Beverage,0.6491
2305,2020-06-30,Healthcare,0.3039
2306,2020-06-30,Hospitality Staff,0.6224
2307,2020-06-30,Human Resources,0.3049
2308,2020-06-30,IT,0.1507
2309,2020-06-30,Manufacturing/Operations Staff,0.6119
2310,2020-06-30,Marketing/Advertising,0.4821
2311,2020-06-30,Product Management,0.5118
2312,2020-06-30,Retail Staff,0.5101
2313,2020-06-30,Sales,0.4919
2314,2020-06-30,Security,0.4963
2315,2020-06-30,Skilled Trades,0.6909
2316,2020-06-30,Supply Chain Staff,0.6188
2317,2020-06-30,Unassigned,0.1526
2318,2020-07-01,Hospitality Staff,0.3591
2319,2020-07-01,Customer Service,0.5322
2320,2020-07-01,Entertainment and Recreation,0.4898
2321,2020-07-01,Facilities/Constr,0.7987
2322,2020-07-01,Finance/Insurance,0.502
2323,2020-07-01,Food & Beverage,0.6706
2324,2020-07-01,Healthcare,0.3148
2325,2020-07-01,Hospitality Staff,0.6369
2326,2020-07-01,Human Resources,0.3155
2327,2020-07-01,IT,0.161
2328,2020-07-01,Manufacturing/Operations Staff,0.6265
2329,2020-07-01,Marketing/Advertising,0.5088
2330,2020-07-01,Product Management,0.531
2331,2020-07-01,Retail Staff,0.5332
2332,2020-07-01,Sales,0.5202
2333,2020-07-01,Security,0.5447
2334,2020-07-01,Skilled Trades,0.7149
2335,2020-07-01,Supply Chain Staff,0.6451
2336,2020-07-01,Unassigned,0.1621
2337,2020-07-02,Food & Beverage,0.3827
2338,2020-07-02,Customer Service,0.5489
2339,2020-07-02,Entertainment and Recreation,0.4952
2340,2020-07-02,Facilities/Constr,0.8289
2341,2020-07-02,Finance/Insurance,0.5226
2342,2020-07-02,Food & Beverage,0.6772
2343,2020-07-02,Healthcare,0.3387
2344,2020-07-02,Hospitality Staff,0.6435
2345,2020-07-02,Human Resources,0.3274
2346,2020-07-02,IT,0.1653
2347,2020-07-02,Manufacturing/Operations Staff,0.6357
2348,2020-07-02,Marketing/Advertising,0.5125
2349,2020-07-02,Product Management,0.5375
2350,2020-07-02,Retail Staff,0.5431
2351,2020-07-02,Sales,0.5321
2352,2020-07-02,Security,0.5601
2353,2020-07-02,Skilled Trades,0.7327
2354,2020-07-02,Supply Chain Staff,0.6727
2355,2020-07-02,Unassigned,0.1699
2356,2020-07-03,Facilities/Constr,0.3827
2357,2020-07-03,Customer Service,0.5361
2358,2020-07-03,Entertainment and Recreation,0.4576
2359,2020-07-03,Facilities/Constr,0.8027
2360,2020-07-03,Finance/Insurance,0.5086
2361,2020-07-03,Food & Beverage,0.6566
2362,2020-07-03,Healthcare,0.338
2363,2020-07-03,Hospitality Staff,0.6155
2364,2020-07-03,Human Resources,0.3153
2365,2020-07-03,IT,0.153
2366,2020-07-03,Manufacturing/Operations Staff,0.5971
2367,2020-07-03,Marketing/Advertising,0.4965
2368,2020-07-03,Product Management,0.5168
2369,2020-07-03,Retail Staff,0.5371
2370,2020-07-03,Sales,0.5084
2371,2020-07-03,Security,0.537
2372,2020-07-03,Skilled Trades,0.691
2373,2020-07-03,Supply Chain Staff,0.647
2374,2020-07-03,Unassigned,0.1665
2375,2020-07-04,Facilities/Constr,0.3657
2376,2020-07-04,Customer Service,0.5108
2377,2020-07-04,Entertainment and Recreation,0.4338
2378,2020-07-04,Facilities/Constr,0.7587
2379,2020-07-04,Finance/Insurance,0.4843
2380,2020-07-04,Food & Beverage,0.6233
2381,2020-07-04,Healthcare,0.3166
2382,2020-07-04,Hospitality Staff,0.5919
2383,2020-07-04,Human Resources,0.2995
2384,2020-07-04,IT,0.1427
