,post_date,job_family,count_id_indexed
0,2020-03-01,Security,1.0
1,2020-03-01,Customer Service,1.0
2,2020-03-01,Entertainment and Recreation,1.0
3,2020-03-01,Facilities/Constr,1.0
4,2020-03-01,Finance/Insurance,1.0
5,2020-03-01,Food & Beverage,1.0
6,2020-03-01,Healthcare,1.0
7,2020-03-01,Hospitality Staff,1.0
8,2020-03-01,Human Resources,1.0
9,2020-03-01,IT,1.0
10,2020-03-01,Manufacturing/Operations Staff,1.0
11,2020-03-01,Marketing/Advertising,1.0
12,2020-03-01,Product Management,1.0
13,2020-03-01,Retail Staff,1.0
14,2020-03-01,Sales,1.0
15,2020-03-01,Security,1.0
16,2020-03-01,Skilled Trades,1.0
17,2020-03-01,Supply Chain Staff,1.0
18,2020-03-01,Unassigned,1.0
19,2020-03-02,Unassigned,0.9994
20,2020-03-02,Customer Service,1.0181
21,2020-03-02,Entertainment and Recreation,1.0209
22,2020-03-02,Facilities/Constr,1.0012
23,2020-03-02,Finance/Insurance,0.9984
24,2020-03-02,Food & Beverage,1.0266
25,2020-03-02,Healthcare,0.9955
26,2020-03-02,Hospitality Staff,1.0144
27,2020-03-02,Human Resources,0.9949
28,2020-03-02,IT,1.0054
29,2020-03-02,Manufacturing/Operations Staff,0.9985
30,2020-03-02,Marketing/Advertising,1.0021
31,2020-03-02,Product Management,1.005
32,2020-03-02,Retail Staff,1.0162
33,2020-03-02,Sales,1.0073
34,2020-03-02,Security,1.0111
35,2020-03-02,Skilled Trades,0.9951
36,2020-03-02,Supply Chain Staff,1.0327
37,2020-03-02,Unassigned,1.01
38,2020-03-03,Hospitality Staff,1.0028
39,2020-03-03,Customer Service,1.0222
40,2020-03-03,Entertainment and Recreation,1.0404
41,2020-03-03,Facilities/Constr,1.0168
42,2020-03-03,Finance/Insurance,1.0
43,2020-03-03,Food & Beverage,1.0313
44,2020-03-03,Healthcare,0.9998
45,2020-03-03,Hospitality Staff,1.0416
46,2020-03-03,Human Resources,0.9869
47,2020-03-03,IT,1.0106
48,2020-03-03,Manufacturing/Operations Staff,1.0158
49,2020-03-03,Marketing/Advertising,1.0042
50,2020-03-03,Product Management,1.022
51,2020-03-03,Retail Staff,1.0191
52,2020-03-03,Sales,0.9986
53,2020-03-03,Security,1.0232
54,2020-03-03,Skilled Trades,1.0127
55,2020-03-03,Supply Chain Staff,1.0748
56,2020-03-03,Unassigned,1.0223
57,2020-03-04,Unassigned,1.0151
58,2020-03-04,Customer Service,1.063
59,2020-03-04,Entertainment and Recreation,1.0504
60,2020-03-04,Facilities/Constr,1.0366
61,2020-03-04,Finance/Insurance,1.0194
62,2020-03-04,Food & Beverage,1.0534
63,2020-03-04,Healthcare,1.0228
64,2020-03-04,Hospitality Staff,1.0698
65,2020-03-04,Human Resources,1.0276
66,2020-03-04,IT,1.0287
67,2020-03-04,Manufacturing/Operations Staff,1.0415
68,2020-03-04,Marketing/Advertising,1.0289
69,2020-03-04,Product Management,1.0526
70,2020-03-04,Retail Staff,1.0477
71,2020-03-04,Sales,1.0188
72,2020-03-04,Security,1.0479
73,2020-03-04,Skilled Trades,1.0383
74,2020-03-04,Supply Chain Staff,1.1127
75,2020-03-04,Unassigned,1.0461
76,2020-03-05,Manufacturing/Operations Staff,1.0208
77,2020-03-05,Customer Service,1.0782
78,2020-03-05,Entertainment and Recreation,1.0522
79,2020-03-05,Facilities/Constr,1.0461
80,2020-03-05,Finance/Insurance,1.0246
81,2020-03-05,Food & Beverage,1.0616
82,2020-03-05,Healthcare,1.0461
83,2020-03-05,Hospitality Staff,1.0716
84,2020-03-05,Human Resources,1.0231
85,2020-03-05,IT,1.0388
86,2020-03-05,Manufacturing/Operations Staff,1.048
87,2020-03-05,Marketing/Advertising,1.0299
88,2020-03-05,Product Management,1.065
89,2020-03-05,Retail Staff,1.0557
90,2020-03-05,Sales,1.0261
91,2020-03-05,Security,1.0728
92,2020-03-05,Skilled Trades,1.0495
93,2020-03-05,Supply Chain Staff,1.1277
94,2020-03-05,Unassigned,1.0582
95,2020-03-06,Human Resources,0.9929
96,2020-03-06,Customer Service,1.0906
97,2020-03-06,Entertainment and Recreation,1.0858
98,2020-03-06,Facilities/Constr,1.0869
99,2020-03-06,Finance/Insurance,1.0385
100,2020-03-06,Food & Beverage,1.0776
101,2020-03-06,Healthcare,1.0764
102,2020-03-06,Hospitality Staff,1.1143
103,2020-03-06,Human Resources,1.0119
104,2020-03-06,IT,1.1009
105,2020-03-06,Manufacturing/Operations Staff,1.0902
106,2020-03-06,Marketing/Advertising,1.0533
107,2020-03-06,Product Management,1.067
108,2020-03-06,Retail Staff,1.0717
109,2020-03-06,Sales,1.0586
110,2020-03-06,Security,1.1041
111,2020-03-06,Skilled Trades,1.0619
112,2020-03-06,Supply Chain Staff,1.1522
113,2020-03-06,Unassigned,1.0716
114,2020-03-07,Unassigned,0.9835
115,2020-03-07,Customer Service,1.1025
116,2020-03-07,Entertainment and Recreation,1.084
117,2020-03-07,Facilities/Constr,1.0995
118,2020-03-07,Finance/Insurance,1.0637
119,2020-03-07,Food & Beverage,1.0852
120,2020-03-07,Healthcare,1.1011
121,2020-03-07,Hospitality Staff,1.1257
122,2020-03-07,Human Resources,1.0114
123,2020-03-07,IT,1.1456
124,2020-03-07,Manufacturing/Operations Staff,1.1075
125,2020-03-07,Marketing/Advertising,1.0693
126,2020-03-07,Product Management,1.0876
127,2020-03-07,Retail Staff,1.1104
128,2020-03-07,Sales,1.0655
129,2020-03-07,Security,1.1196
130,2020-03-07,Skilled Trades,1.0692
131,2020-03-07,Supply Chain Staff,1.2121
132,2020-03-07,Unassigned,1.0957
133,2020-03-08,Hospitality Staff,0.9642
134,2020-03-08,Customer Service,1.077
135,2020-03-08,Entertainment and Recreation,1.0671
136,2020-03-08,Facilities/Constr,1.0898
137,2020-03-08,Finance/Insurance,1.0503
138,2020-03-08,Food & Beverage,1.0665
139,2020-03-08,Healthcare,1.0852
140,2020-03-08,Hospitality Staff,1.115
141,2020-03-08,Human Resources,0.9975
142,2020-03-08,IT,1.1243
143,2020-03-08,Manufacturing/Operations Staff,1.0875
144,2020-03-08,Marketing/Advertising,1.0596
145,2020-03-08,Product Management,1.0698
146,2020-03-08,Retail Staff,1.0943
147,2020-03-08,Sales,1.0492
148,2020-03-08,Security,1.1039
149,2020-03-08,Skilled Trades,1.0512
150,2020-03-08,Supply Chain Staff,1.1444
151,2020-03-08,Unassigned,1.083
152,2020-03-09,Retail Staff,0.9817
153,2020-03-09,Customer Service,1.0655
154,2020-03-09,Entertainment and Recreation,1.0711
155,2020-03-09,Facilities/Constr,1.1152
156,2020-03-09,Finance/Insurance,1.058
157,2020-03-09,Food & Beverage,1.0576
158,2020-03-09,Healthcare,1.1162
159,2020-03-09,Hospitality Staff,1.1289
160,2020-03-09,Human Resources,1.0122
161,2020-03-09,IT,1.1366
162,2020-03-09,Manufacturing/Operations Staff,1.1094
163,2020-03-09,Marketing/Advertising,1.0637
164,2020-03-09,Product Management,1.0875
165,2020-03-09,Retail Staff,1.0871
166,2020-03-09,Sales,1.0496
167,2020-03-09,Security,1.1103
168,2020-03-09,Skilled Trades,1.0668
169,2020-03-09,Supply Chain Staff,1.1477
170,2020-03-09,Unassigned,1.0949
171,2020-03-10,Retail Staff,0.9824
172,2020-03-10,Customer Service,1.0674
173,2020-03-10,Entertainment and Recreation,1.0785
174,2020-03-10,Facilities/Constr,1.1244
175,2020-03-10,Finance/Insurance,1.0618
176,2020-03-10,Food & Beverage,1.06
177,2020-03-10,Healthcare,1.1223
178,2020-03-10,Hospitality Staff,1.1296
179,2020-03-10,Human Resources,1.0257
180,2020-03-10,IT,1.1366
181,2020-03-10,Manufacturing/Operations Staff,1.1045
182,2020-03-10,Marketing/Advertising,1.0775
183,2020-03-10,Product Management,1.0892
184,2020-03-10,Retail Staff,1.0941
185,2020-03-10,Sales,1.0577
186,2020-03-10,Security,1.1148
187,2020-03-10,Skilled Trades,1.062
188,2020-03-10,Supply Chain Staff,1.1479
189,2020-03-10,Unassigned,1.0979
190,2020-03-11,Finance/Insurance,0.9819
191,2020-03-11,Customer Service,1.0586
192,2020-03-11,Entertainment and Recreation,1.0611
193,2020-03-11,Facilities/Constr,1.1117
194,2020-03-11,Finance/Insurance,1.0549
195,2020-03-11,Food & Beverage,1.0459
196,2020-03-11,Healthcare,1.1145
197,2020-03-11,Hospitality Staff,1.1144
198,2020-03-11,Human Resources,1.0248
199,2020-03-11,IT,1.132
200,2020-03-11,Manufacturing/Operations Staff,1.0992
201,2020-03-11,Marketing/Advertising,1.0708
202,2020-03-11,Product Management,1.0833
203,2020-03-11,Retail Staff,1.0941
204,2020-03-11,Sales,1.0451
205,2020-03-11,Security,1.1071
206,2020-03-11,Skilled Trades,1.0506
207,2020-03-11,Supply Chain Staff,1.1279
208,2020-03-11,Unassigned,1.0912
209,2020-03-12,Human Resources,0.9897
210,2020-03-12,Customer Service,1.0382
211,2020-03-12,Entertainment and Recreation,1.0284
212,2020-03-12,Facilities/Constr,1.109
213,2020-03-12,Finance/Insurance,1.0362
214,2020-03-12,Food & Beverage,1.0207
215,2020-03-12,Healthcare,1.091
216,2020-03-12,Hospitality Staff,1.0941
217,2020-03-12,Human Resources,1.0471
218,2020-03-12,IT,1.1131
219,2020-03-12,Manufacturing/Operations Staff,1.0849
220,2020-03-12,Marketing/Advertising,1.0576
221,2020-03-12,Product Management,1.083
222,2020-03-12,Retail Staff,1.0824
223,2020-03-12,Sales,1.032
224,2020-03-12,Security,1.0832
225,2020-03-12,Skilled Trades,1.0396
226,2020-03-12,Supply Chain Staff,1.1187
227,2020-03-12,Unassigned,1.0747
228,2020-03-13,IT,0.9679
229,2020-03-13,Customer Service,1.0087
230,2020-03-13,Entertainment and Recreation,0.972
231,2020-03-13,Facilities/Constr,1.0776
232,2020-03-13,Finance/Insurance,0.9985
233,2020-03-13,Food & Beverage,0.9743
234,2020-03-13,Healthcare,1.0555
235,2020-03-13,Hospitality Staff,1.0377
236,2020-03-13,Human Resources,1.044
237,2020-03-13,IT,1.0784
238,2020-03-13,Manufacturing/Operations Staff,1.0564
239,2020-03-13,Marketing/Advertising,1.0124
240,2020-03-13,Product Management,1.0579
241,2020-03-13,Retail Staff,1.0519
242,2020-03-13,Sales,0.9859
243,2020-03-13,Security,1.0546
244,2020-03-13,Skilled Trades,1.0136
245,2020-03-13,Supply Chain Staff,1.0893
246,2020-03-13,Unassigned,1.0385
247,2020-03-14,Marketing/Advertising,0.9415
248,2020-03-14,Customer Service,0.9685
249,2020-03-14,Entertainment and Recreation,0.9233
250,2020-03-14,Facilities/Constr,1.0328
251,2020-03-14,Finance/Insurance,0.9447
252,2020-03-14,Food & Beverage,0.9255
253,2020-03-14,Healthcare,0.9948
254,2020-03-14,Hospitality Staff,0.9808
255,2020-03-14,Human Resources,1.0063
256,2020-03-14,IT,1.0028
257,2020-03-14,Manufacturing/Operations Staff,1.0143
258,2020-03-14,Marketing/Advertising,0.9667
259,2020-03-14,Product Management,1.0234
260,2020-03-14,Retail Staff,0.9833
261,2020-03-14,Sales,0.9485
262,2020-03-14,Security,1.0154
263,2020-03-14,Skilled Trades,0.972
264,2020-03-14,Supply Chain Staff,1.0289
265,2020-03-14,Unassigned,0.9943
266,2020-03-15,Unassigned,0.9414
267,2020-03-15,Customer Service,0.9738
268,2020-03-15,Entertainment and Recreation,0.907
269,2020-03-15,Facilities/Constr,1.0412
270,2020-03-15,Finance/Insurance,0.94
271,2020-03-15,Food & Beverage,0.9031
272,2020-03-15,Healthcare,0.9943
273,2020-03-15,Hospitality Staff,0.9641
274,2020-03-15,Human Resources,1.0013
275,2020-03-15,IT,0.9978
276,2020-03-15,Manufacturing/Operations Staff,1.0153
277,2020-03-15,Marketing/Advertising,0.962
278,2020-03-15,Product Management,1.0226
279,2020-03-15,Retail Staff,0.9734
280,2020-03-15,Sales,0.9459
281,2020-03-15,Security,1.0107
282,2020-03-15,Skilled Trades,0.9671
283,2020-03-15,Supply Chain Staff,1.0156
284,2020-03-15,Unassigned,0.9915
285,2020-03-16,Product Management,0.9163
286,2020-03-16,Customer Service,0.9278
287,2020-03-16,Entertainment and Recreation,0.8306
288,2020-03-16,Facilities/Constr,0.9865
289,2020-03-16,Finance/Insurance,0.8885
290,2020-03-16,Food & Beverage,0.8405
291,2020-03-16,Healthcare,0.9417
292,2020-03-16,Hospitality Staff,0.9004
293,2020-03-16,Human Resources,0.9676
294,2020-03-16,IT,0.931
295,2020-03-16,Manufacturing/Operations Staff,0.9639
296,2020-03-16,Marketing/Advertising,0.9177
297,2020-03-16,Product Management,0.9881
298,2020-03-16,Retail Staff,0.9216
299,2020-03-16,Sales,0.8991
300,2020-03-16,Security,0.9755
301,2020-03-16,Skilled Trades,0.9305
302,2020-03-16,Supply Chain Staff,0.9583
303,2020-03-16,Unassigned,0.9498
304,2020-03-17,Skilled Trades,0.8644
305,2020-03-17,Customer Service,0.8363
306,2020-03-17,Entertainment and Recreation,0.7276
307,2020-03-17,Facilities/Constr,0.9145
308,2020-03-17,Finance/Insurance,0.8134
309,2020-03-17,Food & Beverage,0.7323
310,2020-03-17,Healthcare,0.8801
311,2020-03-17,Hospitality Staff,0.798
312,2020-03-17,Human Resources,0.8926
313,2020-03-17,IT,0.8583
314,2020-03-17,Manufacturing/Operations Staff,0.9165
315,2020-03-17,Marketing/Advertising,0.8318
316,2020-03-17,Product Management,0.9171
317,2020-03-17,Retail Staff,0.8321
318,2020-03-17,Sales,0.8223
319,2020-03-17,Security,0.9207
320,2020-03-17,Skilled Trades,0.8726
321,2020-03-17,Supply Chain Staff,0.9017
322,2020-03-17,Unassigned,0.8803
323,2020-03-18,Hospitality Staff,0.8202
324,2020-03-18,Customer Service,0.7685
325,2020-03-18,Entertainment and Recreation,0.6481
326,2020-03-18,Facilities/Constr,0.8781
327,2020-03-18,Finance/Insurance,0.7488
328,2020-03-18,Food & Beverage,0.6488
329,2020-03-18,Healthcare,0.8295
330,2020-03-18,Hospitality Staff,0.7283
331,2020-03-18,Human Resources,0.8175
332,2020-03-18,IT,0.7826
333,2020-03-18,Manufacturing/Operations Staff,0.8692
334,2020-03-18,Marketing/Advertising,0.774
335,2020-03-18,Product Management,0.8633
336,2020-03-18,Retail Staff,0.7659
337,2020-03-18,Sales,0.7643
338,2020-03-18,Security,0.867
339,2020-03-18,Skilled Trades,0.8353
340,2020-03-18,Supply Chain Staff,0.8897
341,2020-03-18,Unassigned,0.8288
342,2020-03-19,Manufacturing/Operations Staff,0.752
343,2020-03-19,Customer Service,0.7101
344,2020-03-19,Entertainment and Recreation,0.5815
345,2020-03-19,Facilities/Constr,0.8264
346,2020-03-19,Finance/Insurance,0.688
347,2020-03-19,Food & Beverage,0.5902
348,2020-03-19,Healthcare,0.772
349,2020-03-19,Hospitality Staff,0.6616
350,2020-03-19,Human Resources,0.7398
351,2020-03-19,IT,0.71
352,2020-03-19,Manufacturing/Operations Staff,0.8255
353,2020-03-19,Marketing/Advertising,0.7142
354,2020-03-19,Product Management,0.8032
355,2020-03-19,Retail Staff,0.7019
356,2020-03-19,Sales,0.6997
357,2020-03-19,Security,0.8134
358,2020-03-19,Skilled Trades,0.778
359,2020-03-19,Supply Chain Staff,0.8496
360,2020-03-19,Unassigned,0.7819
361,2020-03-20,Hospitality Staff,0.707
362,2020-03-20,Customer Service,0.6559
363,2020-03-20,Entertainment and Recreation,0.535
364,2020-03-20,Facilities/Constr,0.7671
365,2020-03-20,Finance/Insurance,0.6352
366,2020-03-20,Food & Beverage,0.5242
367,2020-03-20,Healthcare,0.7562
368,2020-03-20,Hospitality Staff,0.598
369,2020-03-20,Human Resources,0.686
370,2020-03-20,IT,0.659
371,2020-03-20,Manufacturing/Operations Staff,0.7916
372,2020-03-20,Marketing/Advertising,0.6517
373,2020-03-20,Product Management,0.7383
374,2020-03-20,Retail Staff,0.6519
375,2020-03-20,Sales,0.6485
376,2020-03-20,Security,0.755
377,2020-03-20,Skilled Trades,0.7423
378,2020-03-20,Supply Chain Staff,0.8148
379,2020-03-20,Unassigned,0.7429
380,2020-03-21,Finance/Insurance,0.6893
381,2020-03-21,Customer Service,0.6247
382,2020-03-21,Entertainment and Recreation,0.4965
383,2020-03-21,Facilities/Constr,0.7342
384,2020-03-21,Finance/Insurance,0.61
385,2020-03-21,Food & Beverage,0.4792
386,2020-03-21,Healthcare,0.7351
387,2020-03-21,Hospitality Staff,0.5585
388,2020-03-21,Human Resources,0.6539
389,2020-03-21,IT,0.6347
390,2020-03-21,Manufacturing/Operations Staff,0.7666
391,2020-03-21,Marketing/Advertising,0.618
392,2020-03-21,Product Management,0.7087
393,2020-03-21,Retail Staff,0.6227
394,2020-03-21,Sales,0.6225
395,2020-03-21,Security,0.7238
396,2020-03-21,Skilled Trades,0.7206
397,2020-03-21,Supply Chain Staff,0.7816
398,2020-03-21,Unassigned,0.7149
399,2020-03-22,Security,0.6871
400,2020-03-22,Customer Service,0.6089
401,2020-03-22,Entertainment and Recreation,0.4812
402,2020-03-22,Facilities/Constr,0.7097
403,2020-03-22,Finance/Insurance,0.6025
404,2020-03-22,Food & Beverage,0.4585
405,2020-03-22,Healthcare,0.7244
406,2020-03-22,Hospitality Staff,0.5467
407,2020-03-22,Human Resources,0.6462
408,2020-03-22,IT,0.6223
409,2020-03-22,Manufacturing/Operations Staff,0.7551
410,2020-03-22,Marketing/Advertising,0.6083
411,2020-03-22,Product Management,0.7044
412,2020-03-22,Retail Staff,0.6132
413,2020-03-22,Sales,0.6117
414,2020-03-22,Security,0.7159
415,2020-03-22,Skilled Trades,0.7102
416,2020-03-22,Supply Chain Staff,0.7678
417,2020-03-22,Unassigned,0.6994
418,2020-03-23,Manufacturing/Operations Staff,0.6618
419,2020-03-23,Customer Service,0.5813
420,2020-03-23,Entertainment and Recreation,0.4613
421,2020-03-23,Facilities/Constr,0.6788
422,2020-03-23,Finance/Insurance,0.573
423,2020-03-23,Food & Beverage,0.434
424,2020-03-23,Healthcare,0.7206
425,2020-03-23,Hospitality Staff,0.5129
426,2020-03-23,Human Resources,0.6219
427,2020-03-23,IT,0.6041
428,2020-03-23,Manufacturing/Operations Staff,0.7398
429,2020-03-23,Marketing/Advertising,0.5707
430,2020-03-23,Product Management,0.6595
431,2020-03-23,Retail Staff,0.5965
432,2020-03-23,Sales,0.5765
433,2020-03-23,Security,0.6902
434,2020-03-23,Skilled Trades,0.686
435,2020-03-23,Supply Chain Staff,0.759
436,2020-03-23,Unassigned,0.6737
437,2020-03-24,Product Management,0.619
438,2020-03-24,Customer Service,0.5247
439,2020-03-24,Entertainment and Recreation,0.4323
440,2020-03-24,Facilities/Constr,0.629
441,2020-03-24,Finance/Insurance,0.5417
442,2020-03-24,Food & Beverage,0.3901
443,2020-03-24,Healthcare,0.7064
444,2020-03-24,Hospitality Staff,0.4616
445,2020-03-24,Human Resources,0.5742
446,2020-03-24,IT,0.5854
447,2020-03-24,Manufacturing/Operations Staff,0.7186
448,2020-03-24,Marketing/Advertising,0.5229
449,2020-03-24,Product Management,0.6074
450,2020-03-24,Retail Staff,0.5408
451,2020-03-24,Sales,0.5474
452,2020-03-24,Security,0.667
453,2020-03-24,Skilled Trades,0.6557
454,2020-03-24,Supply Chain Staff,0.705
455,2020-03-24,Unassigned,0.6544
456,2020-03-25,Retail Staff,0.5644
457,2020-03-25,Customer Service,0.4655
458,2020-03-25,Entertainment and Recreation,0.3833
459,2020-03-25,Facilities/Constr,0.5513
460,2020-03-25,Finance/Insurance,0.4938
461,2020-03-25,Food & Beverage,0.3395
462,2020-03-25,Healthcare,0.6624
463,2020-03-25,Hospitality Staff,0.4017
464,2020-03-25,Human Resources,0.541
465,2020-03-25,IT,0.5447
466,2020-03-25,Manufacturing/Operations Staff,0.6584
467,2020-03-25,Marketing/Advertising,0.4557
468,2020-03-25,Product Management,0.542
469,2020-03-25,Retail Staff,0.4789
470,2020-03-25,Sales,0.4845
471,2020-03-25,Security,0.6394
472,2020-03-25,Skilled Trades,0.5871
473,2020-03-25,Supply Chain Staff,0.6111
474,2020-03-25,Unassigned,0.5939
475,2020-03-26,Unassigned,0.5373
476,2020-03-26,Customer Service,0.4377
477,2020-03-26,Entertainment and Recreation,0.3566
478,2020-03-26,Facilities/Constr,0.5023
479,2020-03-26,Finance/Insurance,0.4701
480,2020-03-26,Food & Beverage,0.3056
481,2020-03-26,Healthcare,0.6593
482,2020-03-26,Hospitality Staff,0.3837
483,2020-03-26,Human Resources,0.5359
484,2020-03-26,IT,0.5281
485,2020-03-26,Manufacturing/Operations Staff,0.629
486,2020-03-26,Marketing/Advertising,0.4203
487,2020-03-26,Product Management,0.5163
488,2020-03-26,Retail Staff,0.4603
489,2020-03-26,Sales,0.4512
490,2020-03-26,Security,0.626
491,2020-03-26,Skilled Trades,0.5633
492,2020-03-26,Supply Chain Staff,0.5679
493,2020-03-26,Unassigned,0.5648
494,2020-03-27,Finance/Insurance,0.4834
495,2020-03-27,Customer Service,0.379
496,2020-03-27,Entertainment and Recreation,0.3099
497,2020-03-27,Facilities/Constr,0.4564
498,2020-03-27,Finance/Insurance,0.4244
499,2020-03-27,Food & Beverage,0.2755
500,2020-03-27,Healthcare,0.5868
501,2020-03-27,Hospitality Staff,0.3484
502,2020-03-27,Human Resources,0.4681
503,2020-03-27,IT,0.4734
504,2020-03-27,Manufacturing/Operations Staff,0.564
505,2020-03-27,Marketing/Advertising,0.3751
506,2020-03-27,Product Management,0.4859
507,2020-03-27,Retail Staff,0.4021
508,2020-03-27,Sales,0.4013
509,2020-03-27,Security,0.5665
510,2020-03-27,Skilled Trades,0.5004
511,2020-03-27,Supply Chain Staff,0.4991
512,2020-03-27,Unassigned,0.5058
513,2020-03-28,Retail Staff,0.4845
514,2020-03-28,Customer Service,0.3963
515,2020-03-28,Entertainment and Recreation,0.3212
516,2020-03-28,Facilities/Constr,0.475
517,2020-03-28,Finance/Insurance,0.4368
518,2020-03-28,Food & Beverage,0.288
519,2020-03-28,Healthcare,0.6013
520,2020-03-28,Hospitality Staff,0.3699
521,2020-03-28,Human Resources,0.4837
522,2020-03-28,IT,0.4886
523,2020-03-28,Manufacturing/Operations Staff,0.5932
524,2020-03-28,Marketing/Advertising,0.387
525,2020-03-28,Product Management,0.4965
526,2020-03-28,Retail Staff,0.4215
527,2020-03-28,Sales,0.4248
528,2020-03-28,Security,0.6054
529,2020-03-28,Skilled Trades,0.5269
530,2020-03-28,Supply Chain Staff,0.5157
531,2020-03-28,Unassigned,0.5094
532,2020-03-29,Product Management,0.4818
533,2020-03-29,Customer Service,0.4042
534,2020-03-29,Entertainment and Recreation,0.3463
535,2020-03-29,Facilities/Constr,0.4948
536,2020-03-29,Finance/Insurance,0.4591
537,2020-03-29,Food & Beverage,0.2991
538,2020-03-29,Healthcare,0.6193
539,2020-03-29,Hospitality Staff,0.389
540,2020-03-29,Human Resources,0.4887
541,2020-03-29,IT,0.5387
542,2020-03-29,Manufacturing/Operations Staff,0.658
543,2020-03-29,Marketing/Advertising,0.4018
544,2020-03-29,Product Management,0.5404
545,2020-03-29,Retail Staff,0.4297
546,2020-03-29,Sales,0.4678
547,2020-03-29,Security,0.6335
548,2020-03-29,Skilled Trades,0.5512
549,2020-03-29,Supply Chain Staff,0.5406
550,2020-03-29,Unassigned,0.5325
551,2020-03-30,Unassigned,0.4717
552,2020-03-30,Customer Service,0.4009
553,2020-03-30,Entertainment and Recreation,0.3425
554,2020-03-30,Facilities/Constr,0.4948
555,2020-03-30,Finance/Insurance,0.4586
556,2020-03-30,Food & Beverage,0.3038
557,2020-03-30,Healthcare,0.6028
558,2020-03-30,Hospitality Staff,0.3881
559,2020-03-30,Human Resources,0.4924
560,2020-03-30,IT,0.5329
561,2020-03-30,Manufacturing/Operations Staff,0.6564
562,2020-03-30,Marketing/Advertising,0.4096
563,2020-03-30,Product Management,0.5406
564,2020-03-30,Retail Staff,0.4247
565,2020-03-30,Sales,0.4654
566,2020-03-30,Security,0.644
567,2020-03-30,Skilled Trades,0.5434
568,2020-03-30,Supply Chain Staff,0.5044
569,2020-03-30,Unassigned,0.5283
570,2020-03-31,Healthcare,0.4691
571,2020-03-31,Customer Service,0.4204
572,2020-03-31,Entertainment and Recreation,0.3458
573,2020-03-31,Facilities/Constr,0.4729
574,2020-03-31,Finance/Insurance,0.4649
575,2020-03-31,Food & Beverage,0.3184
576,2020-03-31,Healthcare,0.5593
577,2020-03-31,Hospitality Staff,0.3714
578,2020-03-31,Human Resources,0.5073
579,2020-03-31,IT,0.5092
580,2020-03-31,Manufacturing/Operations Staff,0.6603
581,2020-03-31,Marketing/Advertising,0.4224
582,2020-03-31,Product Management,0.584
583,2020-03-31,Retail Staff,0.4418
584,2020-03-31,Sales,0.4552
585,2020-03-31,Security,0.6238
586,2020-03-31,Skilled Trades,0.5215
587,2020-03-31,Supply Chain Staff,0.487
588,2020-03-31,Unassigned,0.5566
589,2020-04-01,Product Management,0.4591
590,2020-04-01,Customer Service,0.4216
591,2020-04-01,Entertainment and Recreation,0.3353
592,2020-04-01,Facilities/Constr,0.4484
593,2020-04-01,Finance/Insurance,0.457
594,2020-04-01,Food & Beverage,0.3186
595,2020-04-01,Healthcare,0.5271
596,2020-04-01,Hospitality Staff,0.3497
597,2020-04-01,Human Resources,0.4834
598,2020-04-01,IT,0.4675
599,2020-04-01,Manufacturing/Operations Staff,0.631
600,2020-04-01,Marketing/Advertising,0.4169
601,2020-04-01,Product Management,0.5746
602,2020-04-01,Retail Staff,0.4362
603,2020-04-01,Sales,0.4402
604,2020-04-01,Security,0.5954
605,2020-04-01,Skilled Trades,0.501
606,2020-04-01,Supply Chain Staff,0.4927
607,2020-04-01,Unassigned,0.6083
608,2020-04-02,Skilled Trades,0.4535
609,2020-04-02,Customer Service,0.396
610,2020-04-02,Entertainment and Recreation,0.3098
611,2020-04-02,Facilities/Constr,0.4052
612,2020-04-02,Finance/Insurance,0.433
613,2020-04-02,Food & Beverage,0.3022
614,2020-04-02,Healthcare,0.4785
615,2020-04-02,Hospitality Staff,0.2985
616,2020-04-02,Human Resources,0.4416
617,2020-04-02,IT,0.4058
618,2020-04-02,Manufacturing/Operations Staff,0.5818
619,2020-04-02,Marketing/Advertising,0.3932
620,2020-04-02,Product Management,0.5335
621,2020-04-02,Retail Staff,0.4001
622,2020-04-02,Sales,0.407
623,2020-04-02,Security,0.5604
624,2020-04-02,Skilled Trades,0.4675
625,2020-04-02,Supply Chain Staff,0.4631
626,2020-04-02,Unassigned,0.6167
627,2020-04-03,Product Management,0.4775
628,2020-04-03,Customer Service,0.4182
629,2020-04-03,Entertainment and Recreation,0.3074
630,2020-04-03,Facilities/Constr,0.3915
631,2020-04-03,Finance/Insurance,0.4456
632,2020-04-03,Food & Beverage,0.3108
633,2020-04-03,Healthcare,0.451
634,2020-04-03,Hospitality Staff,0.2763
635,2020-04-03,Human Resources,0.4494
636,2020-04-03,IT,0.3811
637,2020-04-03,Manufacturing/Operations Staff,0.5665
638,2020-04-03,Marketing/Advertising,0.4011
639,2020-04-03,Product Management,0.538
640,2020-04-03,Retail Staff,0.4182
641,2020-04-03,Sales,0.4088
642,2020-04-03,Security,0.5594
643,2020-04-03,Skilled Trades,0.4719
644,2020-04-03,Supply Chain Staff,0.476
645,2020-04-03,Unassigned,0.6621
646,2020-04-04,Food & Beverage,0.4639
647,2020-04-04,Customer Service,0.3802
648,2020-04-04,Entertainment and Recreation,0.2841
649,2020-04-04,Facilities/Constr,0.3525
650,2020-04-04,Finance/Insurance,0.418
651,2020-04-04,Food & Beverage,0.291
652,2020-04-04,Healthcare,0.4147
653,2020-04-04,Hospitality Staff,0.2265
654,2020-04-04,Human Resources,0.3994
655,2020-04-04,IT,0.3295
